org_name,addr,contact_phone
女神時尚診所,台北市忠孝東路四段329號,27526931
翰佑牙醫診所,台北市忠孝東路四段330號,0227110508
王修含皮膚科診所,台北市忠孝東路四段333號,27812100
台北仁悅皮膚科診所,台北市忠孝東路四段333號,27721179
百康診所,台北市忠孝東路四段341號,27116362
美成中醫診所,台北市忠孝東路四段341號,27527890
華特診所,台北市忠孝東路四段341號,
麗華中醫診所,台北市忠孝東路四段48號,27785258
極緻皮膚科診所,台北市忠孝東路四段49巷2號,27500066
約瑟皇家診所,台北市忠孝東路四段500號,27251503
永悅診所,台北市忠孝東路四段50號,27311949
李德孚牙醫診所,台北市忠孝東路四段512號,27222288
聯合報系員工診療所,台北市忠孝東路四段559巷1號,27681234轉2850
雅谷牙歌牙醫診所,台北市忠孝東路四段559巷28號,27620555
古德牙醫診所,台北市忠孝東路四段559巷8號,02-27469960
巧聖牙醫診所,台北市忠孝東路四段57號,27760899
忠孝安媞婦產科診所,台北市忠孝東路四段59號,27114998   
御絨中醫診所,台北市忠孝東路四段60號,23770335
儷人整形外科診所,台北市忠孝東路四段60號,27775317
緻美診所,台北市忠孝東路四段67之2號,27719038
生髮診所,台北市忠孝東路四段67之5號,27781000
藝術家診所,台北市忠孝東路四段71之2號,87739790
慧安牙醫診所,台北市忠孝東路四段75之7號,87738643
忠孝大學眼科診所,台北市忠孝東路四段76號,27407890
經華牙醫診所,台北市忠孝東路四段76號,0227717493
中心診所醫療財團法人中心綜合醫院,台北市忠孝東路四段77號,0227510221
經典整形外科診所,台北市忠孝東路四段94之5號,0287736600
澄品牙醫診所,台北市忠孝東路四段一七O巷十八弄18號,27527575
優名整形外科診所,台北市忠孝東路四段二一六巷32弄20號,87737030
保儀中醫診所,台北市忠順街2段110號,86612110
世誠耳鼻喉科診所,台北市忠順街一段107號,23343618
實踐牙醫診所,台北市忠順街一段143號,0229366691
怡佳牙醫診所,台北市忠順街一段155號,0229383363
生德堂中醫診所,台北市忠順街一段26巷23號,0229364616
協群牙醫診所,台北市忠順街一段41巷8號,0229375629
養生堂中醫診所,台北市忠順街一段80號,02-29395158
驊陽牙醫診所,台北市忠順街一段二十六巷32號,86610188
忠順牙醫診所,台北市忠順街二段43號,0229392808
學府牙醫診所,台北市忠義街117之1號,0228333896
劭陽牙醫診所,台北市忠義街117號,28313352
保齡牙醫診所,台北市忠義街81號,0228356011
芝山診所,台北市忠義街82號,02-28362780
蘇惠珍皮膚專科診所,台北市忠義街83號,0228383090
國維牙醫診所,台北市忠誠路1段84號,28344265
百安堂仁心中醫診所,台北市忠誠路2段40巷20號,28323002
立宸牙醫診所,台北市忠誠路2段42號,28336698
念華牙醫診所,台北市忠誠路一段100巷14號,0228357311
天母品恆復健科診所,台北市忠誠路一段135號,2838-6855
達美牙醫診所,台北市忠誠路一段159號,02-28380201
盧金成婦產科診所,台北市忠誠路一段179號,0228349704
大雅牙醫診所,台北市忠誠路一段186號,0228331888
許牙醫診所,台北市忠誠路一段57號,28368346
佳樺牙醫診所,台北市忠誠路二段10巷4號,02-28319062
有仁牙醫診所,台北市忠誠路二段154巷13號,02-28737711
忠誠牙醫診所,台北市忠誠路二段1號,0228310715
得安耳鼻喉科診所,台北市忠誠路二段3號,0228382032
天母中醫診所,台北市忠誠路二段50巷4號,0228368709
張松柏眼科診所,台北市忠誠路二段58號,0228357668
中美牙醫診所,台北市忠誠路二段64號,28312206
麗心整形外科診所,台北市忠誠路二段64號,8866-3326
福華中醫診所,台北市忠誠路二段76巷8號,88665458
洪楷義耳鼻喉科診所,台北市忠誠路二段88號,0228731386
龍德中醫診所,台北市承德路一段20號,25557258
旭揚牙醫診所,台北市承德路一段41巷12號,0225594028
伊甸診所,台北市承德路一段66號,25509121
濟仁診所,台北市承德路一段70號,0225556485
崇德診所,台北市承德路七段310號,28237682
華榮診所,台北市承德路七段90號,28287070
艾薇雅診所,台北市承德路二段168號,02-25573423
艾薇雅牙醫診所,台北市承德路二段172號,02-25573423
三德牙醫診所,台北市承德路三段100號,02 25963497
控八控控中醫診所,台北市承德路三段148之1號,2592-1130
健生中醫診所,台北市承德路三段151號,02-25921123
陳月琴中醫診所,台北市承德路三段181號,0225868507
名柏牙醫診所,台北市承德路三段247巷26號,25913756
徐光輝診所,台北市承德路四段10巷8號,28854278
宗賢牙醫診所,台北市承德路四段236號,28883090
佑生診所,台北市承德路四段266巷4號,0228816793
米蘭牙醫診所,台北市承德路四段281號,02-28816600
米蘭美學牙醫診所,台北市承德路四段281號,28815505
明錦生髮診所,台北市昆明街102號,23116008
信元牙醫診所,台北市昆明街175號,23895689
明誌牙醫診所,台北市昆明街230號,0223116854
萬華蔡耳鼻喉科診所,台北市昆明街312之1號,0223063897
鄭內科診所,台北市昆明街96巷23號,0223812324
一品牙醫診所,台北市昆陽街10號,0227820638
昆陽牙醫診所,台北市昆陽街7號,27868679
忻安牙醫診所,台北市昌吉街122號,25957885
臺北市立聯合醫院附設大同門診部,台北市昌吉街52號,0225948971
順天堂中醫診所,台北市昌吉街79號,02-25911829
禾森牙醫診所,台北市明水路475巷15號,0225323799
安美牙醫診所,台北市明水路653號,85095009
明水牙醫診所,台北市明水路三九七巷七弄62號,0225320934
陳信方小兒科診所,台北市明德路106號,28201068
劉怜瑛眼科診所,台北市明德路106號,0228261068
采新整形外科診所,台北市明德路114號,28283032
林文正耳鼻喉科診所,台北市明德路117號,0228261087
惠生牙醫聯合診所,台北市明德路121號,0222214481
陳柏宏親子診所,台北市明德路124號,28225257
北投華夏中醫診所,台北市明德路157號,28239999
晨緹牙醫診所,台北市明德路158號,28233114
光正牙醫診所,台北市明德路203之1號,0228357025
明德牙醫診所．,台北市明德路2之1號,0228209212
靚亮診所,台北市明德路312號,02-28207888
養德堂中醫診所,台北市明德路31號,28981785
陳珀勳診所,台北市明德路85號,28206263
白石牙醫診所,台北市杭州南路2段107號,23568080
德全診所,台北市杭州南路一段131巷4之1號,0223911322，23620555
玉立牙醫診所,台北市杭州南路一段143巷31號,02-23918326
幸安牙醫診所,台北市杭州南路一段143巷32之2號,0223969631
劉家庭醫學科診所,台北市杭州南路一段145號,23416666
安安牙醫診所,台北市杭州南路一段15之1號,23563427
植新牙醫診所,台北市杭州南路一段27號,23930889
英哲牙醫診所,台北市杭州南路二段54號,0223518552
東明牙醫診所,台北市東明街16號,27880722
富康復健科診所,台北市東湖路113巷15號,26307733
尚暘牙醫診所,台北市東湖路113巷49弄21號,0226332923
余正俊婦產科診所,台北市東湖路113巷5弄12之1號,0226332072
文德牙醫診所,台北市東湖路113巷66號,26318098
丁大元診所,台北市東湖路119巷49弄4號,0226331010
麗馨中醫診所,台北市東湖路120號,26331255
藍曾小兒科診所,台北市東湖路132號,0226335225
東湖眼科診所,台北市東湖路137號,26336728
黃月華家庭醫學科診所,台北市東湖路141之1號,0226313432
謝小兒科診所,台北市東湖路147號,0226334535
佳一牙醫診所,台北市東湖路148之1號,02-26328080
東湖謝耳鼻喉科診所,台北市東湖路148號,26332605
東湖皮膚專科診所,台北市東湖路153號,26305270
大愛眼科診所,台北市東湖路15號,26312338
江耳鼻喉科診所,台北市東湖路163號,0226313559
漢翎牙醫診所,台北市東湖路16巷4號,0226312905
璟榮中醫診所,台北市東湖路43巷31號,26320077
亞卓牙醫診所,台北市東湖路43巷32弄1號,2633-5511
靳惠里診所,台北市東湖路43巷9號,0226322778
東湖內兒科診所,台北市東湖路4號,0226311616
徐醫師診所,台北市東湖路53號,0226336616
龍門中醫診所,台北市東湖路57號,26312869
鍾兆智婦產科診所,台北市東湖路65號,0226333356
北一牙醫診所,台北市東湖路88號,0226310487
施耳鼻喉科診所,台北市東湖路90號,26331018
向日葵牙醫診所,台北市東華街一段364號,28228815
孫劍鴻眼科診所,台北市東華街一段392號,"02-28235931,28201913"
東華中醫診所,台北市東華街一段46號,28262009
卓玉麗皮膚專科診所,台北市東華街一段52號,28262838
進安牙醫診所,台北市東園街118號,0223057668
林國榮中醫診所,台北市東園街128號,23375012
日新牙醫診所,台北市東園街130號,0223098448
世欣牙醫診所,台北市東園街139號,0223072764
臺北市立聯合醫院附設萬華中醫門診部,台北市東園街152號,02-23395383
臺北市立聯合醫院附設萬華門診部,台北市東園街152號,23395383
新東平診所,台北市東園街162號,0223039055
聖約翰婦產科診所,台北市東園街175號,0223098502
萬大牙醫診所,台北市東園街196號,23320606
南和牙醫診所,台北市東園街200號,0223033150
健生診所,台北市東園街22號,23098525
典華牙醫診所,台北市東園街39號,23073666
王新于中醫診所,台北市東園街46巷2號,23392345
新洋牙醫診所,台北市東新街80巷14弄1號,2653-3859
嘉德麗雅診所,台北市東豐街1號,27013355
同心婦產科診所,台北市東豐街26號,27010020
寶吉祥中醫診所,台北市東豐街54號,27081082
蔡牙醫診所,台北市東豐街56號,0227060471
懷仁牙醫診所,台北市東豐街57號,0227033253
偉明牙醫診所,台北市東豐街64號,0227516768
松禾診所,台北市松山路130號,27666738
道明牙醫診所,台北市松山路208號,27650992
德明眼科診所,台北市松山路212號,27669980
陳國泰皮膚科診所,台北市松山路224號,0227667725
聖醫中醫診所,台北市松山路243號,27682122
欣佑許寶童中醫診所,台北市松山路244號,0227635193
天成牙醫診所,台北市松山路253號,27657281
黃啟彰診所,台北市松山路261之1號,0227696218
粱美鳳中醫診所,台北市松山路261之2號,27533039
臺元牙醫診所,台北市松山路261號,0227620357
清富外科診所,台北市松山路267號,0227672769
吉欣牙醫診所,台北市松山路275之1號,0227460543
慶峰診所,台北市松山路275之2號,0227605339
長安中醫診所,台北市松山路302號,27619029
輝煌牙醫診所,台北市松山路319號,0227629923
德元堂中醫診所,台北市松山路335號,0225287619
伍瑞吉醫師診所,台北市松山路401號,0227476861
秀光診所,台北市松山路405號,0227670682
濟德中醫診所,台北市松山路411號,0225287516
美麗永春牙醫診所,台北市松山路445號,27263966
連小兒科診所,台北市松山路465巷11號,0227285487
三稜中醫診所,台北市松山路465巷8號,0227285959
吳牙醫診所,台北市松山路467號,0227275566
佳和牙醫診所,台北市松山路472號,23453420
優品牙醫診所,台北市松山路481號,23465811
松山陳耳鼻喉科診所,台北市松山路483號,0227271229
慧祥診所,台北市松山路484之5號,02-27279817
陽光耳鼻喉科診所,台北市松山路484之8號,27279529
鄭光志小兒科診所,台北市松山路484號,0227266132
天元中醫診所,台北市松山路486號,號02-27283769
明仁牙醫診所,台北市松山路496號,02-27276872
朝暘診所,台北市松山路506號,02-27272158
建全牙醫診所,台北市松山路533號,0227262292
彩虹牙醫診所,台北市松山路540巷三弄6號,0227270818
陳明繁牙醫診所,台北市松山路541巷23號,0227282747
弘益牙醫診所,台北市松山路561號,0227265063
陳育鵬內科診所,台北市松山路568號,23461010
大同中醫診所,台北市松山路576號,0227274028
康誠內科診所,台北市松山路625號,27260018
致再牙醫診所,台北市松仁路192號,27296201
象山牙醫診所,台北市松仁路207號,0227221770
松仁耳鼻喉科診所,台北市松仁路231號,87808580
群博牙醫診所,台北市松仁路240巷11號,2720-1133
德文診所,台北市松仁路240巷15號,27296521
松仁牙醫診所,台北市松仁路254號,27290418
世樺牙醫診所,台北市松仁路267號,27232693
台灣中油股份有限公司員工診所,台北市松仁路3號,87259772
元和雅整形外科診所,台北市松江路125號,25681155
王俊民皮膚科診所,台北市松江路127之1號,25091982
杜李威中醫診所,台北市松江路132巷9號,02-25813369
力慈科學中醫診所,台北市松江路139號,02-25185775
施宏男復健科診所,台北市松江路158號,02-25819995
光華家醫科診所,台北市松江路21號,25072342
松安牙醫診所,台北市松江路235巷32號,0225160337
恆麗美型診所,台北市松江路273號,2508-1010
名瑿醫美診所,台北市松江路276號,2571-2811
一映堂中醫診所,台北市松江路277號,02-25161233
陽順牙醫診所,台北市松江路287之5號,2516-1652
豐正牙醫診所,台北市松江路289之802號,0225712866
品君中醫診所,台北市松江路330巷15號,25312772
綺麗嘉美型診所,台北市松江路338號,25210010
臺北市立聯合醫院附設中山門診部,台北市松江路367號,0225014614
瀚仕診所,台北市松江路369號,25015058
京元中醫診所,台北市松江路378號,25913920
安康復健科診所,台北市松江路54號,(02)2567-9275
協和婦女醫院,台北市松江路85巷5號,0225072222
勢喬牙醫診所,台北市松江路一0八巷29號,0225113196
東南牙醫診所,台北市松信路119號,27687829/27473586
慈護晶璽中醫診所,台北市松信路38號,02-27493328
進安中醫診所,台北市松信路77號,27652735
君綺診所,台北市松智路1號,87861819
聯華牙醫診所,台北市松隆路223號,02-27668689
明輝診所,台北市松隆路282之3號,87871235
三本診所,台北市松隆路327號,27675675
強棒牙醫診所,台北市松隆路4之1號,27681289
松展診所,台北市松隆路88號,27631373
福樂牙醫診所,台北市松勤街49號,23454000
臺北君悅大飯店附設醫務室,台北市松壽路2號,27201200
松德精神科診所,台北市松德路108號,87894477
松志牙醫診所,台北市松德路184號,0227296767
美好牙醫診所,台北市松德路25巷32號,0227266110
劉玄統診所,台北市松德路25巷42號,0227265678
鼎泰牙醫診所,台北市松德路39號,27268807
福德牙醫診所,台北市松德路45號,0227285867
陳威璋耳鼻喉科診所,台北市松德路58號,0227273272
維京牙醫診所,台北市松德路60號,87802819
張史雍診所,台北市松德路69號,27278002
鴻利牙醫診所,台北市松德路70號,0223452060
大聖復健科診所,台北市松德路71號,27263330
萬福牙醫診所,台北市松德路79號,0227268157
新世代診所,台北市松德路7號,27267716
陳逸川眼科診所,台北市松德路95號,23466262
艾來牙醫診所,台北市林口街190號,8726-1166
佳合中醫診所,台北市林口街192號,27276869
登瑞安診所,台北市林口街232號,27881518
蔡榮鏡中醫診所,台北市林口街24巷8號,0227647929
天行中醫診所,台北市林森北路101號,25238672
群英楊麗珍皮膚科診所,台北市林森北路109號,02-25678895
大衛牙醫診所,台北市林森北路112號,0225629108
青山診所,台北市林森北路432號,25810725
蔡朝雄牙醫診所,台北市林森北路432號,0225712122
陳俊明中醫師診所,台北市林森北路482號,0225310589
禾康診所,台北市林森北路516號,25319998
晴光診所,台北市林森北路556號,02-25853210
漾麗診所,台北市林森北路556號,25855580
慶生診所,台北市林森北路561號,25963456
李中醫診所,台北市林森北路584號,2591-4818
秀仁整形外科診所,台北市林森北路614號,02-25995529
蔡明賢婦產科診所,台北市林森北路640號,0225925855
璞鼎牙醫診所,台北市林森北路9巷12號,02-23218658
民安牙醫診所,台北市林森北路一五九巷10號,02 25819192
柯滄銘婦產科診所,台北市林森南路10號,33933939
德義堂中醫診所,台北市林森南路127號,0223217766
衛生福利部疾病管制署健康中心,台北市林森南路6號,02-23959825
興宏中醫診所,台北市武成街11巷1號,23377235
陳嘉銘診所,台北市武成街63巷12弄48號,2307-1240；2307-7480
常懿中醫診所,台北市武成街9號,0223078506
天心中醫醫院,台北市武昌街一段33號,0223615050
杏華診所,台北市知行路218號,02-28585522
真漾美診所,台北市知行路286號,02-28586090
永光牙醫診所,台北市知行路288號,02-28583749
家康牙醫診所,台北市知行路二一四巷3號,02-28585498
臺北市立關渡醫院─委託臺北榮民總醫院經營,台北市知行路二二五巷12號,28587000
健惠牙醫診所,台北市知行路二六○巷1號,02-28581071
杏暉診所,台北市社子街15號,28117094
黃蓉聯合診所,台北市社子街26號,0228111572
雙林皮膚科診所,台北市社子街28號,28111116
民軒牙醫診所,台北市社子街34號,02-28118736
平安診所,台北市社子街36之1號,28167263
陳文良骨科診所,台北市社子街36號,28136301
仁佑中醫診所,台北市社子街42號,88115240
李世澤小兒科內科診所,台北市社子街67號,0228111472
社子黃牙醫診所,台北市社子街7號,0228116715
科安診所,台北市社中街116號,02-28110699
吳錫麟診所,台北市社中街266號,28165071
和謙耳鼻喉科診所,台北市社中街362號,28165678
粱耳鼻喉科診所,台北市社正路12之1號,0228168456
博浩牙醫診所,台北市社正路23號,0228161988
上德牙醫診所,台北市臥龍街一五一巷74號,0227339426
錦德中醫診所,台北市虎林街105號,0227612887
頂心中醫診所,台北市虎林街120巷152號,87872186
興漢中醫診所,台北市虎林街121巷10號,
王寬仁診所,台北市虎林街121巷11號,0227204952
信義邱婦產科診所,台北市虎林街198號,02-27278275
仁美牙醫診所,台北市虎林街222巷16號,0227278783
聯安牙醫診所,台北市虎林街32號,0227695085
元祐中醫診所,台北市虎林街82巷31號,
鐵椎中醫診所,台北市虎林街82巷52號,27692345
典樺牙醫診所,台北市金山南路1段108號,23911138
李思儀中醫診所,台北市金山南路1段73巷6號,23956870
金品牙醫診所,台北市金山南路2段142之1號,33937617
李婦產科診所,台北市金山南路2段31巷9號,23218879
捷安牙醫診所,台北市金山南路2段3號,02-23911568
維納斯時尚診所,台北市金山南路2段3號,02-2321-2278
李家雄中醫診所,台北市金山南路一段121號,0223927123
孫睿亮診所,台北市金山南路一段121號,0223926233
永康身心診所,台北市金山南路一段127號,23581818
信義東暘牙醫診所,台北市金山南路一段155號,23970909
臺北市立聯合醫院附設精神科門診,台北市金山南路一段5號,33936779
杏心診所,台北市金山南路二段218號,23278799
輝揚牙醫診所,台北市金山南路二段3號,0223567691
麗水皮膚專科診所,台北市金山南路二段3號,23582828
誠忠牙醫診所,台北市金門街12之8號,0223670119
杏安牙醫診所,台北市金門街9之6號,0223687807
京威聯合牙醫診所,台北市金湖路376號,26307566
騏安中醫診所,台北市金湖路386號,26308591
仁澤牙醫診所,台北市金湖路403之1號,26329155
金華牙醫診所,台北市金華街118號,23936091
美登牙醫診所,台北市金華街162之4號,23560277
麗水牙醫診所,台北市金華街199巷1弄8號,0223947212
倫泰牙醫診所,台北市金華街215號,0223221867
見安牙醫診所,台北市金華街241號,23969763
華漾皮膚專科診所,台北市金華街249號,33222211
長德中醫診所,台北市金華街55號,23961235
辰龍牙醫診所,台北市金龍路113號,27956030
龍昌牙醫診所,台北市金龍路139號,0227906266
湖山牙醫診所,台北市金龍路150號,27945945
德康牙醫診所,台北市金龍路1號,2792-6363  0952-090543
允康中醫診所,台北市金龍路41號,27961818
劉淦華診所,台北市金龍路43號,0227905374
雙湖診所,台北市金龍路49號,27910066
恩光牙醫診所,台北市金龍路57號,0227902590
金龍耳鼻喉科診所,台北市金龍路9號,0227927564
曾鳳飛牙醫診所,台北市長安西路117號,0225558527
羅源彰診所,台北市長安西路137號,25552500
延安中醫診所,台北市長安西路18號,25118517
瑞和牙醫診所,台北市長安西路246號,25566474
東華診所,台北市長安西路35號,02-25492000
建成診所,台北市長安西路82號,25500712
梅約內科診所,台北市長安西路88號,25557728
梅約診所,台北市長安西路88號,25557728
廣博診所,台北市長安西路二二O巷5號,25594775
晶緻牙醫診所,台北市長安東路2段202號,27527902
精工牙醫診所,台北市長安東路一段45號,0225422966
立馨牙醫診所,台北市長安東路一段79號,25677561
高麝芬中醫診所,台北市長安東路一段五十二巷4號,0225118129
大華牙醫診所,台北市長安東路二段101號,0225077896
蔡國賢耳鼻喉科診所,台北市長安東路二段108之2號,25178178
曾婦產科診所,台北市長安東路二段11之1號,0225376712
黃大倫婦產科診所,台北市長安東路二段131之3號,25006032
大千牙醫診所,台北市長安東路二段169之12號,0227523811
英政耳鼻喉科診所,台北市長安東路二段169之9號,27512758
富國牙醫診所,台北市長安東路二段169號,27773051
趙素芳婦產科診所,台北市長安東路二段178之6號,0227512482
宏仁診所,台北市長安東路二段17號,25713168
長安牙醫診所,台北市長安東路二段189之4號,02-27521512
晏安診所,台北市長安東路二段189號,0227729322
康喬諾貝爾診所,台北市長安東路二段189號,27525503
陳博光教授診所,台北市長安東路二段1號,(02)25316262
明義牙醫診所,台北市長安東路二段215號,0227517379
佳慶牙醫診所,台北市長安東路二段40之1號,0225619678
常生中醫診所,台北市長安東路二段47號,25212098
立生中醫診所,台北市長安東路二段49號,25211998
祺甯牙醫診所,台北市長安東路二段49號,25361020
靜心牙醫診所,台北市長安東路二段64號,0225072809
木生婦產科診所,台北市長安東路二段90號,0225012312
太元李中醫診所,台北市長沙街二段105號,0223312695
長沙診所,台北市長沙街二段139號,23751150
同仁牙醫診所,台北市長沙街二段45號,0223810220
王眼科診所,台北市長沙街二段82號,0223140411、23315219
居仁堂中醫診所,台北市長春路105號,2523-3022
日進牙醫診所,台北市長春路124號,0225234643
品傑牙醫診所,台北市長春路124號,25218190
雲門中醫診所,台北市長春路126號,0225410023
長春耳鼻喉科診所,台北市長春路128之1號,25235575
中英牙醫診所,台北市長春路133之1號,0225216477
潘外科內科診所,台北市長春路135之1號,25711993
生物能牙醫診所,台北市長春路142之1號,25318280
四季花妍整形診所,台北市長春路16號,02-25681906
恆美牙醫診所,台北市長春路20號,02-25221690
京硯皮膚科診所,台北市長春路210號,2503-1076
京硯整形外科診所,台北市長春路210號,2503-1076
悠植牙醫診所,台北市長春路213號,25031616
葉小兒科診所,台北市長春路227號,0227130348
仁心堂中醫診所,台北市長春路267號,25053782
十全小兒科診所,台北市長春路285之2號,25026347
芯慈耳鼻喉科診所,台北市長春路289號,0225048803
吳振力診所,台北市長春路309號,２５０９５９０９
常春藤牙醫診所,台北市長春路348之5號,02-287129129
宇康復健科診所,台北市長春路368號,87121000
鴻生牙醫診所,台北市長春路378號,27180910
長春禾麗診所,台北市長春路380號,87129687
法緹美學時尚診所,台北市長春路3巷13號,25116199
上恩牙醫診所,台北市長春路408號,0227195789
顏長春中醫診所,台北市長春路446號,0227174839
長泰牙醫診所,台北市長春路500號,0227163689
馨牙醫診所,台北市長春路506號,02-87127686
欣林牙醫診所,台北市長春路62號,0225636228
承錡馬楷牙醫診所,台北市長春路65號,25819091
吳輝明婦產科診所,台北市長春路78號,0225511234
上格牙醫診所,台北市長春路89號,0225372047
景福中醫診所,台北市青田街5巷19號,23515766
古道堂中醫診所,台北市青田街6巷8號,0223926739
孫利銳中醫診所,台北市青田街8號,0223511119
李明儒耳鼻喉科診所,台北市青年路10號,23038181
萬華明心診所,台北市青年路138號,23378891
明昇復健科診所,台北市青年路22號,23098897
佳新牙醫診所,台北市青年路32之2號,0223019039
青年牙醫診所,台北市青年路32號,0223075896
佳安診所,台北市青年路34號,23320898
光耳鼻喉科診所,台北市青年路90號,23077565
吉星診所,台北市青島東路4之5號,0223911907
聖心婦產科診所,台北市保安街1之1號,25531346
林昭安診所,台北市保安街35號,0225533665
博裕牙醫診所,台北市保安街3之3號,02-25538992
陳重熙內科小兒科診所,台北市保安街3之4號,0225535505
夏立雲診所,台北市保安街43號,0225539416
包眼科診所,台北市保安街54之1號,0225537526
保全診所,台北市保安街64號,0225577037
林正豐診所,台北市保儀路25號,29363665
秀心診所,台北市保儀路26巷1號,29383838
欣民診所,台北市保儀路37號,0229375115
聖濟中醫診所,台北市保儀路47號,0229394635
仁瀚骨科診所,台北市信安街151號,27368768
大佳婦產科診所,台北市信陽街9號,23888686/0928256630
達仁診所,台北市信義路2段208號,02-23940006
馨思身心精神科診所,台北市信義路2段208號,02-33933030
大安皮膚專科診所,台北市信義路2段281號,23581115
甘露中醫診所,台北市信義路2段44巷10之2號,23936338
適安復健科診所,台北市信義路3段134巷2之1號,02-27553700
中央公園精品牙醫診所,台北市信義路3段147巷11弄19號,02-23250199
聰葭牙醫診所,台北市信義路3段158號,27020020
佶安中醫診所,台北市信義路3段172號,27075199
台加牙醫診所,台北市信義路3段202號,25771629
昱捷診所,台北市信義路3段202號,27002709
佳安牙醫診所,台北市信義路3段31巷9之2號,27011182
敦煌牙醫診所,台北市信義路4段 25號,0223255918
安禾眼科診所,台北市信義路4段151號,27052277
杏誠復健科診所,台北市信義路4段173號,27061732
集誠中醫診所,台北市信義路4段181之2號,27018602
康軒牙醫診所,台北市信義路4段189號,27099987
唯美風時尚診所,台北市信義路4段1號,27007099
復安牙醫診所,台北市信義路4段25號,270668880
智博診所,台北市信義路4段265巷11號,02 -27099097
夏爾診所,台北市信義路4段265巷54號,02-2325-5508
醫心堂中醫診所,台北市信義路4段267號,27840007
群英整形外科診所,台北市信義路4段279號,(02)2702-9880/2709-3369
白宮時尚診所,台北市信義路4段296號,27097070
敦里牙醫診所,台北市信義路4段306號,27018822
錦宜診所,台北市信義路4段375號,27233318/0911689837
首爾醫美診所,台北市信義路4段382號,27556653
捷靚皮膚專科診所,台北市信義路4段45號,27076606
曼星整形醫美診所,台北市信義路4段58號,02-27079333
珍世明眼科診所,台北市信義路4段98號,27552298
童話時尚診所,台北市信義路4段98號,27555888
台北德式診所,台北市信義路5段7號,81016226
陳麗妃牙醫診所,台北市信義路5段7號,81016018
明清牙醫診所,台北市信義路6段46號,0227264940
祐誠骨科診所,台北市信義路6段77號,27269788
瑞石牙醫診所,台北市信義路一段13之4號,02 23955177
信義牙醫診所,台北市信義路二段 142號,23223707
典雅牙醫診所,台北市信義路二段123號,23966123
連生牙醫診所,台北市信義路二段161巷4號,02 23934651
東妍診所,台北市信義路二段161巷8號,02-23518916
秋江外科診所,台北市信義路二段178號,23211793
環球診所,台北市信義路二段184號,33937178
鑫辰牙醫診所,台北市信義路二段198巷8之1號,0223219490
誠伸牙醫診所,台北市信義路二段213號,23969979
椰林牙醫診所,台北市信義路二段226號,0223913638
鄭文宗耳鼻喉科診所,台北市信義路二段267號,0223917458
曾皮膚科診所,台北市信義路二段38號,33222386
清河牙醫診所,台北市信義路二段63號,0223941936
康平牙醫診所,台北市信義路二段67號,0223914452
信恩整形外科診所,台北市信義路二段72號,0223932388
粗淡中醫診所,台北市信義路二段80號,0223919307
品口牙醫診所,台北市信義路二段91號,23223395
翔恩牙醫診所,台北市信義路三段106號,27057001
群智牙醫診所,台北市信義路三段106號,27007202
星星親子眼科診所,台北市信義路三段114號,27080809
名格牙醫診所,台北市信義路三段122之1號,0227557059
升來中醫診所,台北市信義路三段128號,0227074184
十全牙醫診所,台北市信義路三段134巷48號,0227097244
慈恩牙醫診所,台北市信義路三段134巷58號,0227080629
衛生福利部中央健康保險署臺北第二聯合門診中心,台北市信義路三段140號,0227849101
洪介文牙醫診所,台北市信義路三段147巷17弄19之1號,0227091380
凡登整形外科診所,台北市信義路三段149號,27038858
新聖整形外科診所,台北市信義路三段149號,02-27550077
新潔明牙醫診所,台北市信義路三段149號,27041919
健全醫美診所,台北市信義路三段151號,27018018
百安堂中醫診所,台北市信義路三段162號,27021991
愛群中醫診所,台北市信義路三段178號,55998333
愛群婦產科診所,台北市信義路三段178號,27083011
長春中醫診所,台北市信義路三段190之2號,27555977
黃崇禮皮膚科診所,台北市信義路三段192之1號,27053055
胡桃鉗牙醫診所,台北市信義路三段200號,27090033
臺北市立聯合醫院附設信義門診部,台北市信義路五段15號,0227234598
秀傳一零一皇家健康診所,台北市信義路五段7號,81010147
韋倫牙醫診所,台北市信義路六段25號,0227285206
上宏牙醫診所,台北市信義路六段68號,27265185
誠泰牙醫診所,台北市信義路六段96號,0227276338
田安然中醫診所,台北市信義路四段137號,27556622
林孟文牙醫診所,台北市信義路四段143號,27047800
陳瑞鵬婦產科診所,台北市信義路四段177號,0227541639
國安牙醫診所,台北市信義路四段179號,0227045858
春天診所,台北市信義路四段184號,27007798
張少萌婦產科診所,台北市信義路四段199巷2號,0227000101
信義英爵醫美診所,台北市信義路四段206號,02-27030181
品程牙醫診所,台北市信義路四段233號,27550198
陳運瑩中醫診所,台北市信義路四段265巷10弄2之1號,27039415
以法大診所,台北市信義路四段265巷2號,02-2703-6161
通化延吉診所,台北市信義路四段265巷36號,27059009
正品牙醫診所,台北市信義路四段265巷3之2號,0227417394
高嘉汾牙醫診所,台北市信義路四段265巷46號,0227078097
大安元氣堂中醫診所,台北市信義路四段265巷48號,27062218
張度牙醫診所,台北市信義路四段30巷22弄7號,27071897
世貿牙醫診所,台北市信義路四段311號,27542401
首都牙醫診所,台北市信義路四段313號,0227088510
鄭耳鼻喉科診所,台北市信義路四段341號,0227036670
滕起民牙醫診所,台北市信義路四段375號,27580131
怡登維美牙醫診所,台北市信義路四段380號,02-2702-1088
詹骨科診所,台北市信義路四段53巷6號,0227078046
